call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0000021,0,,2025-01-03,Payment Arrangement,,gamed_metric,C0005178,A0005178,REP00124,Dakota Garcia,NovaWireless,General Support,Call Center,24,medium,0.5836,547.66,low,337,0.3601,0.3754,0.4674,1,False,False,False,False,False,True,False,True,False,True,False,True,11.58,bandaid,False,0,34.92,2,0.180726,0.225907,71.80907,0.895144,0
CALL-0000022,1,CALL-0000021,2025-01-15,Network Coverage,,gamed_metric,C0005178,A0005178,REP00110,Brianna Hall,NovaWireless,General Support,Call Center,30,medium,0.5896,533.1,normal,366,0.2531,0.3883,0.3987,1,False,False,False,False,False,False,False,False,True,False,False,False,0.0,none,True,0,34.92,2,0.180726,0.225907,71.72907000000001,0.895144,0
CALL-0000023,0,,2025-01-01,Account Inquiry,,unresolvable_clean,C0006861,A0006861,REP00137,Jeremiah Edwards,NovaWireless,General Support,Call Center,32,medium,0.6648,538.37,normal,677,0.1766,0.5506,0.4013,1,False,False,False,False,False,False,False,False,True,False,True,False,0.0,none,True,9,102.25,1,0.298819,0.418347,45.608403,0.554787,0
CALL-0000024,1,CALL-0000023,2025-01-08,Billing Dispute,,unresolvable_clean,C0006861,A0006861,REP00163,Natalie Hall,NovaWireless,General Support,Call Center,24,medium,0.6814,545.18,high,852,0.3211,0.5865,0.393,1,True,False,False,False,False,False,False,True,True,True,False,True,21.19,service_credit,True,9,102.25,1,0.298819,0.418347,45.558403000000006,0.554787,0
CALL-0000025,0,,2025-01-16,Device Issue,Activation failed,activation_failed,C0006692,A0006692,REP00201,Alexa Murphy,NovaWireless,General Support,Call Center,38,medium,0.6558,534.67,high,960,0.2684,0.5312,0.4521,1,False,False,False,False,False,False,False,False,False,True,False,True,6.35,service_credit,True,9,59.09,1,0.384068,0.518492,70.64810499999999,0.55771,0
CALL-0000026,1,CALL-0000025,2025-01-02,Device Issue,Activation failed,activation_failed,C0006692,A0006692,REP00128,Danielle Brooks,NovaWireless,General Support,Call Center,39,medium,0.7747,556.25,normal,737,0.2994,0.7878,0.4608,1,True,False,False,False,False,False,False,True,False,False,False,True,9.73,service_credit,True,9,59.09,1,0.384068,0.518492,70.60810499999998,0.55771,0
CALL-0000027,0,,2025-01-20,Device Issue,Activation failed,activation_failed,C0006998,A0006998,REP00065,Grace Edwards,NovaWireless,General Support,Call Center,23,medium,0.7506,515.19,low,652,0.2911,0.7358,0.4428,1,True,False,False,False,False,False,False,True,False,False,False,True,6.09,service_credit,True,21,90.98,1,0.242486,0.327356,78.18941699999999,0.86615,0
CALL-0000028,0,,2025-01-13,Billing Dispute,,unresolvable_clean,C0000361,A0000361,REP00075,Nathan Lopez,NovaWireless,General Support,Call Center,38,medium,0.6132,556.93,normal,809,0.3494,0.4393,0.5283,1,False,False,False,False,False,False,False,True,False,False,False,True,24.43,service_credit,True,57,25.56,2,0.244863,0.342808,69.674023,0.459406,1
CALL-0000029,0,,2025-01-16,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0005037,A0005037,REP00184,Hazel Chen,NovaWireless,General Support,Call Center,29,medium,0.6383,528.52,normal,939,0.3209,0.4934,0.4475,1,False,True,False,True,True,False,True,True,True,True,True,True,35.59,fee_waiver,True,58,67.28,2,0.15965,0.25544,71.05064999999999,0.168943,0
CALL-0000030,1,CALL-0000029,2025-01-12,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0005037,A0005037,REP00104,Maya Torres,NovaWireless,General Support,Call Center,27,medium,0.6236,523.32,low,605,0.4557,0.4617,0.5144,1,False,True,False,True,False,False,False,True,False,False,True,True,35.43,fee_waiver,True,58,67.28,2,0.15965,0.25544,70.90064999999998,0.168943,0
CALL-0000031,1,CALL-0000029,2025-01-05,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0005037,A0005037,REP00117,Andre Rivera,NovaWireless,General Support,Call Center,28,medium,0.6614,527.98,low,620,0.3033,0.5433,0.4911,1,False,True,False,True,True,False,False,True,False,True,False,True,53.77,fee_waiver,True,58,67.28,2,0.15965,0.25544,70.75064999999998,0.168943,0
CALL-0000032,0,,2025-01-28,Billing Dispute,,clean,C0002441,A0002441,REP00227,Mila Powell,NovaWireless,General Support,Call Center,25,low,0.6969,525.25,normal,470,0.2292,0.6199,0.35,1,False,False,False,False,False,False,True,True,False,False,True,True,12.7,courtesy,True,70,38.06,1,0.108256,0.108256,82.599946,0.530767,0
CALL-0000033,0,,2025-01-24,Device Issue,Device activation,activation_clean,C0004826,A0004826,REP00133,Jada Clark,NovaWireless,General Support,Call Center,25,low,0.5887,488.54,normal,499,0.2894,0.3864,0.3572,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,21,54.49,1,0.312918,0.281626,75.309012,0.328236,0
CALL-0000034,0,,2025-01-28,Network Coverage,,unresolvable_clean,C0000249,A0000249,REP00152,Claire Parker,NovaWireless,General Support,Call Center,34,low,0.7244,533.34,normal,537,0.2363,0.6793,0.3811,1,True,False,False,False,False,False,False,False,False,False,False,True,24.33,service_credit,True,12,27.61,1,0.263409,0.368773,72.210915,0.474439,0
CALL-0000035,0,,2025-01-14,Device Issue,,gamed_metric,C0007325,A0007325,REP00203,Sophia Morales,NovaWireless,General Support,Call Center,23,low,0.6895,495.76,peak,481,0.3325,0.604,0.2817,1,False,False,False,False,False,True,True,True,False,False,False,False,0.0,none,True,39,117.04,1,0.213115,0.266394,75.429605,0.511886,0
CALL-0000036,0,,2025-01-08,Promotion Inquiry,,gamed_metric,C0006499,A0006499,REP00022,Charlotte Patel,NovaWireless,General Support,Call Center,27,medium,0.6275,579.67,high,595,0.3608,0.4712,0.5348,2,False,False,False,False,False,True,False,True,False,False,False,True,12.35,bandaid,False,23,89.57,1,0.268998,0.336248,66.679281,0.656908,0
CALL-0000037,0,,2025-01-16,Promotion Inquiry,Promo not applied,fraud_store_promo,C0000046,A0000046,REP00238,Amy Castillo,NovaWireless,General Support,Call Center,26,medium,0.617,574.42,low,579,0.3952,0.4475,0.5079,1,False,False,True,False,False,True,False,True,False,False,True,True,25.0,dispute_credit,True,41,79.58,3,0.320082,0.480123,74.883939,0.646247,1
CALL-0000038,0,,2025-01-11,Promotion Inquiry,Promo not applied,fraud_store_promo,C0000849,A0000849,REP00169,Sebastian Carter,NovaWireless,General Support,Call Center,32,medium,0.7035,531.5,high,795,0.3191,0.6342,0.4497,1,False,False,True,False,False,False,False,True,False,False,False,True,25.0,dispute_credit,True,9,35.06,2,0.166795,0.250192,47.588945,0.570195,0
CALL-0000039,0,,2025-01-07,Network Coverage,,clean,C0000672,A0000672,REP00088,Elliot Robinson,NovaWireless,General Support,Call Center,34,medium,0.7001,500.04,normal,507,0.2013,0.6268,0.3729,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,33,24.46,1,0.277566,0.277566,54.916274,0.044982,0
CALL-0000040,0,,2025-01-15,Billing Dispute,,clean,C0006199,A0006199,REP00164,Hazel Howard,NovaWireless,General Support,Call Center,31,medium,0.705,561.92,normal,580,0.209,0.6374,0.4087,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,14,89.03,1,0.187862,0.187862,73.481295,0.930974,0
CALL-0000041,0,,2025-01-04,Promotion Inquiry,Promo not applied,fraud_store_promo,C0005622,A0005622,REP00080,Mateo Jenkins,NovaWireless,General Support,Call Center,42,medium,0.7015,519.8,peak,775,0.321,0.6299,0.4049,1,False,False,True,False,True,True,False,True,False,True,True,True,25.0,dispute_credit,True,4,79.74,2,0.146415,0.219622,74.863768,0.118214,0
CALL-0000042,1,CALL-0000041,2025-01-17,Promotion Inquiry,Promo not applied,fraud_store_promo,C0005622,A0005622,REP00097,Carter Stewart,NovaWireless,General Support,Call Center,22,low,0.6773,502.42,low,544,0.3272,0.5776,0.241,1,False,False,True,False,False,True,True,False,True,False,False,True,25.0,dispute_credit,True,4,79.74,2,0.146415,0.219622,74.74376799999999,0.118214,0
CALL-0000043,0,,2025-01-03,Network Coverage,,clean,C0004673,A0004673,REP00211,Joseph Martinez,NovaWireless,General Support,Call Center,33,medium,0.6893,511.49,normal,549,0.2794,0.6035,0.442,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,6,68.37,1,0.241309,0.241309,79.70141,0.356796,0
CALL-0000044,0,,2025-01-01,Device Issue,,clean,C0001884,A0001884,REP00205,Maya Scott,NovaWireless,General Support,Call Center,42,medium,0.6547,555.82,normal,490,0.4684,0.5288,0.5247,1,False,False,False,True,False,False,True,True,False,False,False,False,0.0,none,True,47,84.38,1,0.387021,0.387021,53.880637,0.46513,1
CALL-0000045,0,,2025-01-25,Promotion Inquiry,,clean,C0009095,A0009095,REP00247,Kyle Foster,NovaWireless,General Support,Call Center,34,medium,0.7172,543.89,normal,569,0.2593,0.6637,0.4033,1,False,False,False,False,False,False,True,True,True,False,False,True,10.0,courtesy,True,2,86.97,1,0.355439,0.355439,69.230349,0.412834,0
CALL-0000046,1,CALL-0000045,2025-01-13,Device Issue,,clean,C0009095,A0009095,REP00223,Charles Turner,NovaWireless,General Support,Call Center,38,low,0.6954,531.74,low,477,0.2514,0.6175,0.3928,2,False,False,False,False,False,False,True,False,False,False,False,False,0.0,none,True,2,86.97,1,0.355439,0.355439,69.230349,0.412834,0
CALL-0000047,0,,2025-01-09,Device Issue,,clean,C0006218,A0006218,REP00046,Jason Diaz,NovaWireless,General Support,Call Center,28,medium,0.5043,529.5,normal,549,0.3889,0.2042,0.4368,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,29,90.31,1,0.269627,0.269627,59.038981,0.426289,1
CALL-0000048,0,,2025-01-21,Account Inquiry,Add a line,line_add_legitimate,C0002677,A0002677,REP00190,Clara Bell,NovaWireless,General Support,Call Center,48,medium,0.6556,484.73,normal,508,0.2624,0.5308,0.3429,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,13,50.04,1,0.291269,0.247579,71.774252,0.446289,0
CALL-0000049,0,,2025-01-28,Network Coverage,,clean,C0008590,A0008590,REP00246,Ella Walker,NovaWireless,General Support,Call Center,29,medium,0.527,557.52,normal,450,0.3171,0.2547,0.4324,2,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,24,95.75,2,0.385809,0.385809,77.407454,0.306017,0
CALL-0000050,0,,2025-01-11,International/Roaming,,clean,C0004311,A0004311,REP00186,Madison Peterson,NovaWireless,General Support,Call Center,20,medium,0.6535,596.12,normal,525,0.3996,0.5263,0.5892,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,12,90.42,4,0.34909,0.34909,80.689518,0.421661,0
CALL-0000051,0,,2025-01-05,Promotion Inquiry,Promo not applied,fraud_store_promo,C0001312,A0001312,REP00084,Kimberly Stewart,NovaWireless,General Support,Call Center,39,low,0.6236,533.37,normal,718,0.3174,0.4617,0.4159,1,False,False,True,False,False,True,True,True,False,False,True,True,25.0,dispute_credit,True,55,96.19,1,0.187188,0.280782,97.88,0.296359,1
CALL-0000052,0,,2025-01-20,Billing Dispute,,unresolvable_clean,C0009594,A0009594,REP00062,Tristan Brown,NovaWireless,General Support,Call Center,25,low,0.7021,487.68,normal,606,0.2542,0.6311,0.3142,1,False,False,False,False,False,False,False,True,True,False,False,True,24.23,service_credit,True,27,96.84,2,0.202499,0.283499,68.08411000000001,0.586486,0
CALL-0000053,1,CALL-0000052,2025-01-12,Billing Dispute,,unresolvable_clean,C0009594,A0009594,REP00136,Andrew Clark,NovaWireless,General Support,Call Center,33,medium,0.6752,554.1,normal,564,0.2623,0.5731,0.4216,1,False,False,False,False,False,False,False,False,False,True,False,True,24.48,service_credit,True,27,96.84,2,0.202499,0.283499,68.03411000000001,0.586486,0
CALL-0000054,0,,2025-01-10,Network Coverage,,clean,C0001779,A0001779,REP00212,Casey Parker,NovaWireless,General Support,Call Center,36,medium,0.7125,557.87,normal,562,0.3045,0.6536,0.4481,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,16,95.77,2,0.234534,0.234534,76.295252,0.433621,0
CALL-0000055,0,,2025-01-16,Network Coverage,,unresolvable_clean,C0004907,A0004907,REP00113,Lucy Powell,NovaWireless,General Support,Call Center,48,medium,0.6369,580.39,low,577,0.384,0.4904,0.3714,1,False,False,False,False,False,False,False,True,True,True,False,True,23.04,service_credit,True,55,50.44,1,0.256124,0.358574,84.596084,0.443534,0
CALL-0000056,1,CALL-0000055,2025-01-07,Device Issue,,unresolvable_clean,C0004907,A0004907,REP00101,Liam Ward,NovaWireless,General Support,Call Center,32,high,0.5131,570.67,low,565,0.3578,0.2232,0.6805,1,False,False,False,False,False,False,False,True,False,False,False,True,23.97,service_credit,True,55,50.44,1,0.256124,0.358574,84.54608400000001,0.443534,0
CALL-0000057,1,CALL-0000055,2025-01-14,Device Issue,,unresolvable_clean,C0004907,A0004907,REP00133,Jada Clark,NovaWireless,General Support,Call Center,25,low,0.5887,488.54,low,530,0.3094,0.3876,0.3567,2,False,False,False,False,False,False,False,True,False,False,False,True,23.3,service_credit,True,55,50.44,1,0.256124,0.358574,84.49608400000001,0.443534,0
CALL-0000058,0,,2025-01-29,Billing Dispute,,clean,C0004728,A0004728,REP00154,Aiden Hall,NovaWireless,General Support,Call Center,31,medium,0.5967,596.1,normal,536,0.4083,0.4037,0.5511,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,1,84.76,1,0.22416,0.22416,59.825502,0.77514,1
CALL-0000059,0,,2025-01-23,Account Inquiry,,unresolvable_clean,C0001496,A0001496,REP00180,David Kelly,NovaWireless,General Support,Call Center,23,medium,0.6073,562.46,normal,780,0.3589,0.4265,0.4214,1,False,False,False,False,False,False,False,False,False,True,False,True,23.89,service_credit,True,28,52.18,1,0.235696,0.329974,58.672457,0.593148,1
CALL-0000060,1,CALL-0000059,2025-01-21,Billing Dispute,,unresolvable_clean,C0001496,A0001496,REP00229,Ashley Davis,NovaWireless,General Support,Call Center,32,medium,0.7171,529.2,normal,607,0.2191,0.6635,0.3605,1,False,False,False,False,False,False,False,False,False,True,False,True,24.88,service_credit,True,28,52.18,1,0.235696,0.329974,58.622457000000004,0.593148,1
CALL-0000061,0,,2025-01-01,Account Inquiry,,clean,C0006855,A0006855,REP00137,Jeremiah Edwards,NovaWireless,General Support,Call Center,32,medium,0.6648,538.37,normal,580,0.1756,0.5515,0.4008,2,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,9,23.69,1,0.349982,0.349982,68.622641,0.929044,1
CALL-0000062,0,,2025-01-23,Billing Dispute,Line added without consent,fraud_line_add,C0007450,A0007450,REP00250,Noah Ross,NovaWireless,General Support,Call Center,21,medium,0.6781,480.3,normal,690,0.2716,0.5793,0.3946,1,True,False,False,True,True,False,False,True,True,False,False,True,30.15,dispute_credit,True,16,75.35,2,0.306251,0.535939,50.168483,0.624834,0
CALL-0000063,1,CALL-0000062,2025-01-29,Billing Dispute,Line added without consent,fraud_line_add,C0007450,A0007450,REP00200,Kimberly Richardson,NovaWireless,General Support,Call Center,30,low,0.6822,526.58,high,726,0.2885,0.5882,0.3847,1,True,False,False,True,True,False,True,True,False,False,False,False,0.0,none,True,16,75.35,2,0.306251,0.535939,49.988483,0.624834,0
CALL-0000064,0,,2025-01-21,Account Inquiry,,clean,C0005886,A0005886,REP00198,Nathan Lewis,NovaWireless,General Support,Call Center,23,medium,0.6176,518.24,normal,411,0.2276,0.4488,0.3803,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,7,45.53,3,0.246936,0.246936,67.472994,0.306434,0
CALL-0000065,0,,2025-01-10,Network Coverage,,unresolvable_clean,C0003205,A0003205,REP00080,Mateo Jenkins,NovaWireless,General Support,Call Center,42,medium,0.7015,519.8,low,436,0.32,0.6306,0.4044,2,False,False,False,False,False,False,False,False,False,False,False,True,24.4,service_credit,True,52,82.19,2,0.267534,0.374548,73.610507,0.241172,0
CALL-0000066,0,,2025-01-18,Billing Dispute,,clean,C0003079,A0003079,REP00134,Isaiah Wright,NovaWireless,General Support,Call Center,33,high,0.6849,576.86,low,522,0.3488,0.594,0.5861,1,False,False,False,False,False,False,True,True,False,False,False,True,11.97,courtesy,True,32,70.57,4,0.210888,0.210888,61.278072,0.354316,0
CALL-0000067,0,,2025-01-16,Billing Dispute,Line added without consent,fraud_line_add,C0007524,A0007524,REP00051,Jaden Rivera,NovaWireless,General Support,Call Center,32,low,0.7354,526.93,normal,626,0.4052,0.703,0.3534,1,False,False,False,True,True,True,True,True,True,False,True,False,0.0,none,True,5,55.65,2,0.139831,0.244704,72.862254,0.088851,0
CALL-0000068,1,CALL-0000067,2025-01-14,Billing Dispute,Line added without consent,fraud_line_add,C0007524,A0007524,REP00164,Hazel Howard,NovaWireless,General Support,Call Center,31,medium,0.705,561.92,normal,950,0.229,0.6381,0.4082,2,False,False,False,False,True,True,False,True,False,False,False,True,46.57,dispute_credit,True,5,55.65,2,0.139831,0.244704,72.68225399999999,0.088851,0
CALL-0000069,0,,2025-01-24,Network Coverage,,gamed_metric,C0005306,A0005306,REP00013,Amelia Collins,NovaWireless,General Support,Call Center,31,medium,0.7031,531.84,normal,526,0.226,0.6333,0.365,1,False,False,False,False,False,True,False,True,False,False,True,True,12.12,bandaid,False,32,94.19,1,0.188136,0.23517,82.516171,0.625786,0
CALL-0000070,0,,2025-01-27,Network Coverage,,unresolvable_clean,C0001720,A0001720,REP00210,Robert Lee,NovaWireless,General Support,Call Center,27,medium,0.5354,512.17,peak,735,0.3117,0.2714,0.365,1,False,False,False,False,False,False,False,True,True,True,True,False,0.0,none,True,47,73.8,2,0.255259,0.357363,58.794369,0.657359,0
CALL-0000071,1,CALL-0000070,2025-01-05,Billing Dispute,,unresolvable_clean,C0001720,A0001720,REP00091,Landon Chen,NovaWireless,General Support,Call Center,36,low,0.6996,502.38,normal,593,0.3139,0.6258,0.309,1,False,False,False,False,False,False,False,True,False,True,False,True,24.1,service_credit,True,47,73.8,2,0.255259,0.357363,58.744369000000006,0.657359,0
CALL-0000072,1,CALL-0000070,2025-01-02,Network Coverage,,unresolvable_clean,C0001720,A0001720,REP00111,Mia Murphy,NovaWireless,General Support,Call Center,44,medium,0.6485,516.47,normal,550,0.272,0.5155,0.3837,1,False,False,False,False,False,False,False,False,False,False,False,True,21.61,service_credit,True,47,73.8,2,0.255259,0.357363,58.69436900000001,0.657359,0
CALL-0000073,0,,2025-01-26,Network Coverage,,gamed_metric,C0001033,A0001033,REP00200,Kimberly Richardson,NovaWireless,General Support,Call Center,30,low,0.6822,526.58,normal,420,0.3185,0.589,0.3842,2,False,False,False,False,False,True,False,True,False,False,False,True,13.46,bandaid,False,23,37.95,1,0.25001,0.312513,61.275296000000004,0.478842,0
CALL-0000074,0,,2025-01-30,Billing Dispute,Line added without consent,fraud_line_add,C0003057,A0003057,REP00042,Alexander Stewart,NovaWireless,General Support,Call Center,43,medium,0.563,488.82,normal,750,0.4264,0.3309,0.444,1,True,False,False,False,True,False,False,True,False,True,False,True,48.48,dispute_credit,True,24,58.79,1,0.289769,0.507096,45.664646,0.788544,1
CALL-0000075,1,CALL-0000074,2025-01-02,Billing Dispute,Line added without consent,fraud_line_add,C0003057,A0003057,REP00155,Alexis Sanchez,NovaWireless,General Support,Call Center,17,medium,0.7114,528.5,normal,732,0.3089,0.6512,0.4125,1,True,False,True,True,True,False,False,True,False,True,False,True,41.3,dispute_credit,True,24,58.79,1,0.289769,0.507096,45.484646,0.788544,1
