call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_policy_skill,rep_burnout_level,rep_calls_handled,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0075448,0,,2025-12-25,Promotion Inquiry,Promo not applied,fraud_store_promo,C0003018,A0003018,REP00028,Gavin Thomas,NovaWireless,General Support,Call Center,23,medium,0.7091,561.46,normal,636,0.3291,0.6463,0.5335,1,False,False,True,False,False,True,False,False,False,False,False,True,25.0,dispute_credit,True,5,73.52,0,0.281369,0.422053,73.671584,0.531387,0
CALL-0075449,0,,2025-12-08,Network Coverage,,clean,C0000127,A0000127,REP00170,Charles Sanders,NovaWireless,General Support,Call Center,42,medium,0.6001,591.64,high,753,0.3025,0.411,0.5287,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,0,45.14,3,0.158266,0.158266,75.725349,0.667376,0
CALL-0075450,0,,2025-12-09,Billing Dispute,,clean,C0007391,A0007391,REP00065,Grace Edwards,NovaWireless,General Support,Call Center,23,medium,0.7506,515.19,high,642,0.2701,0.7358,0.4428,1,False,False,False,False,False,False,True,True,False,False,False,True,14.71,courtesy,True,6,93.16,1,0.234459,0.234459,59.84103,0.235783,0
CALL-0075451,0,,2025-12-02,Promotion Inquiry,,unresolvable_clean,C0006897,A0006897,REP00187,Natalie Davis,NovaWireless,General Support,Call Center,27,medium,0.6177,547.62,high,785,0.4469,0.4501,0.5058,2,False,False,False,False,False,False,True,True,True,True,True,True,24.69,service_credit,True,57,90.18,1,0.259898,0.363857,71.565282,0.437941,0
CALL-0075452,1,CALL-0075451,2025-12-07,Promotion Inquiry,,unresolvable_clean,C0006897,A0006897,REP00169,Sebastian Carter,NovaWireless,General Support,Call Center,32,medium,0.7035,531.5,low,601,0.3191,0.6342,0.4497,1,False,False,False,False,False,False,False,True,True,False,False,True,20.14,service_credit,True,57,90.18,1,0.259898,0.363857,71.515282,0.437941,0
CALL-0075453,1,CALL-0075451,2025-12-17,Payment Arrangement,,unresolvable_clean,C0006897,A0006897,REP00095,Charles Roberts,NovaWireless,General Support,Call Center,23,low,0.6448,514.49,low,560,0.3617,0.5075,0.3518,1,False,False,False,False,False,False,False,True,True,False,False,False,0.0,none,True,57,90.18,1,0.259898,0.363857,71.465282,0.437941,0
CALL-0075454,0,,2025-12-29,Billing Dispute,,clean,C0003390,A0003390,REP00050,Emma Roberts,NovaWireless,General Support,Call Center,38,low,0.873,494.64,high,580,0.1158,1.0,0.3039,1,False,False,False,False,False,False,True,True,False,False,False,True,13.31,courtesy,True,11,98.53,3,0.337032,0.337032,69.742387,0.160682,0
CALL-0075455,0,,2025-12-25,Promotion Inquiry,,unresolvable_clean,C0009504,A0009504,REP00231,George Smith,NovaWireless,General Support,Call Center,24,medium,0.6463,558.86,high,856,0.2985,0.5107,0.416,1,False,False,False,False,False,False,True,True,True,True,False,True,24.66,service_credit,True,11,43.83,3,0.137778,0.192889,71.446079,0.204638,0
CALL-0075456,1,CALL-0075455,2025-12-20,Network Coverage,,unresolvable_clean,C0009504,A0009504,REP00092,Leo Davis,NovaWireless,General Support,Call Center,44,medium,0.7248,519.94,normal,527,0.2515,0.6801,0.323,1,False,False,False,False,False,False,False,False,False,False,False,True,22.41,service_credit,True,11,43.83,3,0.137778,0.192889,71.396079,0.204638,0
CALL-0075457,1,CALL-0075455,2025-12-02,Billing Dispute,,unresolvable_clean,C0009504,A0009504,REP00158,James Ross,NovaWireless,General Support,Call Center,22,low,0.715,525.72,high,616,0.3578,0.659,0.3734,1,False,False,False,False,False,False,False,True,False,False,False,True,24.44,service_credit,True,11,43.83,3,0.137778,0.192889,71.346079,0.204638,0
CALL-0075458,0,,2025-12-13,Device Issue,,clean,C0007116,A0007116,REP00133,Jada Clark,NovaWireless,General Support,Call Center,25,low,0.5887,488.54,high,477,0.2884,0.3876,0.3567,2,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,57,49.59,1,0.330977,0.330977,74.536427,0.624966,0
CALL-0075459,0,,2025-12-17,Promotion Inquiry,Promo not applied,fraud_store_promo,C0000289,A0000289,REP00104,Maya Torres,NovaWireless,General Support,Call Center,27,medium,0.6236,523.32,high,934,0.4347,0.4617,0.4989,1,False,False,True,False,False,False,True,True,False,True,False,True,25.0,dispute_credit,True,17,84.0,0,0.274533,0.4118,73.74442599999999,0.76852,1
CALL-0075460,1,CALL-0075459,2025-12-30,Promotion Inquiry,Promo not applied,fraud_store_promo,C0000289,A0000289,REP00062,Tristan Brown,NovaWireless,General Support,Call Center,25,low,0.7021,487.68,normal,664,0.2542,0.6311,0.3142,1,False,False,True,False,False,True,False,True,False,False,False,False,0.0,none,True,17,84.0,0,0.274533,0.4118,73.62442599999999,0.76852,1
CALL-0075461,0,,2025-12-08,Account Inquiry,,unresolvable_clean,C0001480,A0001480,REP00091,Landon Chen,NovaWireless,General Support,Call Center,36,low,0.6996,502.38,low,462,0.3139,0.6258,0.3245,1,False,False,False,False,False,False,False,True,False,False,True,True,22.46,service_credit,True,22,33.33,4,0.246893,0.34565,64.90024100000001,0.744403,0
CALL-0075462,0,,2025-12-19,Network Coverage,,clean,C0006626,A0006626,REP00230,David Perez,NovaWireless,General Support,Call Center,35,medium,0.6077,554.65,low,391,0.4007,0.4274,0.4712,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,56,20.77,2,0.197517,0.197517,87.354744,0.781575,0
CALL-0075463,0,,2025-12-14,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0000597,A0000597,REP00202,Joseph Cook,NovaWireless,General Support,Call Center,25,low,0.7588,504.09,high,1085,0.1282,0.7535,0.3647,1,True,False,False,True,True,False,False,True,True,True,False,True,59.48,fee_waiver,True,38,109.92,5,0.253872,0.406195,67.506767,0.470174,0
CALL-0075464,1,CALL-0075463,2025-12-29,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0000597,A0000597,REP00070,Sara Cooper,NovaWireless,General Support,Call Center,40,low,0.6717,474.93,normal,740,0.3558,0.5655,0.3173,1,True,False,False,True,True,False,False,True,True,False,False,True,44.2,fee_waiver,True,38,109.92,5,0.253872,0.406195,67.35676699999999,0.470174,0
CALL-0075465,1,CALL-0075463,2025-12-06,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0000597,A0000597,REP00115,Elliot Wilson,NovaWireless,General Support,Call Center,31,medium,0.6365,564.07,normal,833,0.3283,0.4896,0.5356,1,True,True,False,False,True,True,False,True,False,True,False,True,62.64,fee_waiver,True,38,109.92,5,0.253872,0.406195,67.20676699999999,0.470174,0
CALL-0075466,0,,2025-12-27,Device Issue,Device activation,activation_clean,C0007445,A0007445,REP00143,Chloe Smith,NovaWireless,General Support,Call Center,35,medium,0.7392,528.77,normal,541,0.2721,0.7112,0.3206,1,False,False,False,False,False,False,True,False,False,False,False,False,0.0,none,True,9,32.9,2,0.38056,0.342504,70.991499,0.448658,1
CALL-0075467,0,,2025-12-07,Device Issue,,clean,C0005075,A0005075,REP00166,Elijah Rodriguez,NovaWireless,General Support,Call Center,27,medium,0.5961,524.36,high,543,0.228,0.4024,0.4534,1,True,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,66,54.36,1,0.414485,0.414485,78.735313,0.449474,0
CALL-0075468,0,,2025-12-20,Promotion Inquiry,Eligibility question,fraud_care_promo,C0000070,A0000070,REP00110,Brianna Hall,NovaWireless,General Support,Call Center,30,medium,0.5896,533.1,low,629,0.2531,0.3883,0.3987,1,False,False,True,False,False,True,False,False,False,True,False,False,0.0,none,True,13,27.07,1,0.322371,0.435201,83.036957,0.407886,0
CALL-0075469,1,CALL-0075468,2025-12-25,Promotion Inquiry,Eligibility question,fraud_care_promo,C0000070,A0000070,REP00123,Christian Stewart,NovaWireless,General Support,Call Center,36,low,0.7073,496.22,high,671,0.2821,0.6424,0.304,1,True,False,True,False,False,True,False,True,False,False,True,False,0.0,none,True,13,27.07,1,0.322371,0.435201,82.936957,0.407886,0
CALL-0075470,0,,2025-12-28,International/Roaming,,clean,C0001018,A0001018,REP00060,Faith Hill,NovaWireless,General Support,Call Center,33,low,0.7076,493.85,normal,477,0.1764,0.643,0.2405,1,False,False,False,False,False,False,True,False,False,False,False,False,0.0,none,True,52,87.48,1,0.143601,0.143601,62.114749,0.730538,0
CALL-0075471,0,,2025-12-22,Device Issue,Activation failed,activation_failed,C0005402,A0005402,REP00175,Hailey Gonzalez,NovaWireless,General Support,Call Center,25,medium,0.6626,570.07,low,638,0.2268,0.5459,0.49,1,True,False,False,False,False,False,False,True,False,True,True,True,8.12,service_credit,True,4,108.64,0,0.207078,0.279555,87.752432,0.320417,1
CALL-0075472,1,CALL-0075471,2025-12-02,Device Issue,Activation failed,activation_failed,C0005402,A0005402,REP00034,Lucy Singh,NovaWireless,General Support,Call Center,23,medium,0.5694,565.27,high,788,0.4213,0.3447,0.5018,1,True,False,False,False,False,False,False,True,True,True,False,True,7.92,service_credit,True,4,108.64,0,0.207078,0.279555,87.71243199999999,0.320417,1
CALL-0075473,0,,2025-12-22,Promotion Inquiry,Promo not applied,fraud_store_promo,C0003075,A0003075,REP00025,Hailey Gomez,NovaWireless,General Support,Call Center,29,low,0.6788,544.53,high,831,0.3098,0.5809,0.4432,1,False,False,True,False,False,False,False,False,False,False,False,True,25.0,dispute_credit,True,48,39.4,3,0.258523,0.387784,77.245582,0.731505,0
CALL-0075474,0,,2025-12-21,Network Coverage,,clean,C0008502,A0008502,REP00213,Christian Ross,NovaWireless,General Support,Call Center,33,low,0.6521,554.06,high,623,0.2966,0.5232,0.3223,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,45,99.96,1,0.225097,0.225097,78.863235,0.068539,0
CALL-0075475,0,,2025-12-09,Network Coverage,,clean,C0007861,A0007861,REP00236,Penelope Clark,NovaWireless,General Support,Call Center,30,low,0.6888,573.91,normal,492,0.3132,0.6024,0.4411,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,34,93.63,5,0.112876,0.112876,67.710904,0.704347,0
CALL-0075476,0,,2025-12-21,Payment Arrangement,,clean,C0003332,A0003332,REP00237,Dominic Chen,NovaWireless,General Support,Call Center,35,low,0.6032,544.41,normal,522,0.317,0.4177,0.3743,1,True,False,False,False,False,False,True,True,False,False,False,True,14.65,courtesy,True,5,113.24,3,0.323882,0.323882,81.414848,0.156784,0
CALL-0075477,0,,2025-12-08,Device Issue,Device activation,activation_clean,C0004164,A0004164,REP00054,Nora Robinson,NovaWireless,General Support,Call Center,24,medium,0.6129,488.11,low,414,0.3628,0.4386,0.4004,1,True,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,20,49.73,1,0.274706,0.247235,70.644738,0.844101,0
CALL-0075478,0,,2025-12-26,Account Inquiry,Add a line,line_add_legitimate,C0008577,A0008577,REP00193,Ella White,NovaWireless,General Support,Call Center,13,medium,0.7128,551.12,peak,973,0.3059,0.6542,0.4661,1,True,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,7,60.88,2,0.291577,0.24784,77.325141,0.504838,0
CALL-0075479,0,,2025-12-23,Billing Dispute,,gamed_metric,C0004143,A0004143,REP00117,Andre Rivera,NovaWireless,General Support,Call Center,28,medium,0.6614,527.98,normal,539,0.3133,0.5433,0.5066,1,False,False,False,False,False,True,False,True,False,False,True,True,12.99,bandaid,False,7,91.97,1,0.17995,0.224938,67.369968,0.16319,0
CALL-0075480,0,,2025-12-29,Billing Dispute,,unresolvable_clean,C0005101,A0005101,REP00129,Claire Price,NovaWireless,General Support,Call Center,25,medium,0.5778,574.09,high,893,0.3165,0.3629,0.472,1,False,False,False,False,False,False,False,False,False,False,True,True,23.55,service_credit,True,31,76.82,2,0.141253,0.197754,66.102273,0.850904,0
CALL-0075481,0,,2025-12-24,Billing Dispute,,clean,C0009097,A0009097,REP00072,Alex Ward,NovaWireless,General Support,Call Center,33,medium,0.6554,560.2,low,539,0.3526,0.5304,0.4915,1,False,False,False,False,False,False,True,True,False,False,False,True,11.27,courtesy,True,17,27.82,2,0.105345,0.105345,65.345859,0.686176,0
CALL-0075482,0,,2025-12-14,Billing Dispute,,unresolvable_clean,C0004153,A0004153,REP00103,Jeremiah Murphy,NovaWireless,General Support,Call Center,28,low,0.6757,526.65,normal,715,0.2605,0.5742,0.2639,1,False,False,True,False,False,False,False,True,False,False,False,True,21.31,service_credit,True,22,119.26,1,0.326291,0.456807,65.842239,0.593702,1
CALL-0075483,0,,2025-12-19,Device Issue,Device activation,activation_clean,C0001997,A0001997,REP00079,Jada Wong,NovaWireless,General Support,Call Center,43,low,0.7446,464.25,normal,577,0.28,0.7229,0.2964,1,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,0,59.09,1,0.138961,0.125065,70.838682,0.603656,0
CALL-0075484,0,,2025-12-20,Account Inquiry,,clean,C0000856,A0000856,REP00100,Jonathan Peterson,NovaWireless,General Support,Call Center,28,low,0.6241,492.64,low,389,0.3022,0.4628,0.2625,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,15,75.35,1,0.335783,0.335783,72.145499,0.292841,0
CALL-0075485,0,,2025-12-02,Device Issue,,clean,C0003055,A0003055,REP00036,Alexis Adams,NovaWireless,General Support,Call Center,23,low,0.6639,542.17,normal,404,0.2892,0.5487,0.3253,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,27,54.5,1,0.34905,0.34905,95.423474,0.554934,0
CALL-0075486,0,,2025-12-17,Device Issue,Activation failed,activation_failed,C0001956,A0001956,REP00236,Penelope Clark,NovaWireless,General Support,Call Center,30,low,0.6888,573.91,normal,691,0.3122,0.6032,0.4406,2,True,False,False,False,False,False,False,False,True,False,False,True,8.31,service_credit,True,67,60.79,2,0.203909,0.275277,70.60344599999999,0.530029,0
CALL-0075487,1,CALL-0075486,2025-12-28,Device Issue,Activation failed,activation_failed,C0001956,A0001956,REP00205,Maya Scott,NovaWireless,General Support,Call Center,42,medium,0.6547,555.82,low,676,0.4894,0.5288,0.5247,1,False,False,False,False,False,False,False,True,False,True,False,True,5.5,service_credit,True,67,60.79,2,0.203909,0.275277,70.56344599999998,0.530029,0
CALL-0075488,0,,2025-12-12,Device Issue,,unresolvable_clean,C0003637,A0003637,REP00065,Grace Edwards,NovaWireless,General Support,Call Center,23,medium,0.7506,515.19,high,580,0.2901,0.7364,0.4578,2,False,False,False,False,False,False,False,True,True,True,True,True,21.91,service_credit,True,36,40.0,2,0.272402,0.381363,74.590241,0.449898,0
CALL-0075489,1,CALL-0075488,2025-12-27,Billing Dispute,,unresolvable_clean,C0003637,A0003637,REP00058,Zoe Edwards,NovaWireless,General Support,Call Center,39,medium,0.6256,531.58,normal,599,0.4582,0.466,0.5091,1,False,False,False,False,False,False,False,False,False,False,True,True,21.18,service_credit,True,36,40.0,2,0.272402,0.381363,74.54024100000001,0.449898,0
CALL-0075490,1,CALL-0075488,2025-12-05,Device Issue,,unresolvable_clean,C0003637,A0003637,REP00151,Michelle Castillo,NovaWireless,General Support,Call Center,42,low,0.6897,521.84,peak,804,0.2487,0.6044,0.2381,1,False,False,False,False,False,False,False,False,True,True,False,False,0.0,none,True,36,40.0,2,0.272402,0.381363,74.49024100000001,0.449898,0
CALL-0075491,0,,2025-12-11,Device Issue,Activation failed,activation_failed,C0004854,A0004854,REP00043,Ella Turner,NovaWireless,General Support,Call Center,39,low,0.6694,512.61,normal,793,0.2556,0.5606,0.3348,1,True,False,False,False,False,False,False,False,True,False,False,True,9.94,service_credit,True,3,45.04,2,0.282606,0.381518,84.1565,0.624491,0
CALL-0075492,1,CALL-0075491,2025-12-05,Device Issue,Activation failed,activation_failed,C0004854,A0004854,REP00076,Logan Shah,NovaWireless,General Support,Call Center,33,medium,0.615,582.14,normal,943,0.4035,0.4432,0.495,1,True,False,False,False,False,False,False,False,True,False,True,True,6.77,service_credit,True,3,45.04,2,0.282606,0.381518,84.11649999999999,0.624491,0
CALL-0075493,0,,2025-12-17,Payment Arrangement,,unresolvable_clean,C0003594,A0003594,REP00153,Olivia Powell,NovaWireless,General Support,Call Center,21,low,0.5517,523.18,normal,708,0.346,0.3065,0.3353,1,True,False,False,False,False,False,False,True,True,False,True,False,0.0,none,True,1,67.9,2,0.342524,0.479534,57.415212000000004,0.695109,0
CALL-0075494,1,CALL-0075493,2025-12-02,Account Inquiry,,unresolvable_clean,C0003594,A0003594,REP00112,Tristan Scott,NovaWireless,General Support,Call Center,28,low,0.5836,478.32,low,589,0.2541,0.3754,0.3449,1,False,False,False,False,False,False,False,False,True,False,False,True,22.18,service_credit,True,1,67.9,2,0.342524,0.479534,57.36521200000001,0.695109,0
CALL-0075495,0,,2025-12-15,Device Issue,,clean,C0001137,A0001137,REP00245,Carter Gomez,NovaWireless,General Support,Call Center,36,medium,0.6927,524.02,normal,379,0.2922,0.6109,0.3685,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,22,20.33,1,0.319451,0.319451,71.465231,0.753293,0
CALL-0075496,0,,2025-12-21,Account Inquiry,Add a line,line_add_legitimate,C0005633,A0005633,REP00037,Clara Harris,NovaWireless,General Support,Call Center,41,medium,0.6182,531.3,peak,896,0.3463,0.4501,0.4664,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,13,42.16,1,0.243541,0.20701,57.601768,0.238373,0
CALL-0075497,0,,2025-12-18,Payment Arrangement,,clean,C0009997,A0009997,REP00025,Hailey Gomez,NovaWireless,General Support,Call Center,29,low,0.6788,544.53,normal,500,0.3088,0.5817,0.4427,2,False,False,False,False,False,False,True,True,False,False,False,True,12.76,courtesy,True,6,79.19,1,0.269751,0.269751,78.317186,0.381625,0
CALL-0075498,0,,2025-12-26,Network Coverage,,gamed_metric,C0007508,A0007508,REP00130,Casey Morgan,NovaWireless,General Support,Call Center,39,medium,0.576,585.19,normal,411,0.4571,0.359,0.5417,1,True,False,False,False,False,True,False,True,False,False,False,True,19.06,bandaid,False,50,87.0,3,0.471591,0.589489,57.040247,0.41464,1
CALL-0075499,0,,2025-12-18,Promotion Inquiry,,clean,C0002970,A0002970,REP00023,Laura Lopez,NovaWireless,General Support,Call Center,28,high,0.6229,537.53,normal,564,0.4094,0.4602,0.5193,1,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,4,56.09,1,0.247078,0.247078,81.400676,0.417619,0
CALL-0075500,0,,2025-12-15,Network Coverage,,clean,C0000022,A0000022,REP00045,Jace Taylor,NovaWireless,General Support,Call Center,25,medium,0.5838,601.21,normal,600,0.3324,0.3758,0.5577,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,15,84.26,2,0.239087,0.239087,68.462609,0.356962,1
CALL-0075501,0,,2025-12-24,Device Issue,Device activation,activation_clean,C0003209,A0003209,REP00137,Jeremiah Edwards,NovaWireless,General Support,Call Center,32,medium,0.6648,538.37,high,714,0.1766,0.5506,0.3858,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,6,119.75,1,0.372686,0.335417,65.376971,0.803371,0
CALL-0075502,0,,2025-12-20,Device Issue,Device activation,activation_clean,C0002995,A0002995,REP00248,Emma Jackson,NovaWireless,General Support,Call Center,31,medium,0.5342,576.05,low,476,0.2837,0.2688,0.4652,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,33,89.35,3,0.24725,0.222525,49.275822,0.607,0
CALL-0075503,0,,2025-12-19,Promotion Inquiry,Promo not applied,fraud_store_promo,C0003112,A0003112,REP00205,Maya Scott,NovaWireless,General Support,Call Center,42,medium,0.6547,555.82,low,651,0.5094,0.5298,0.5242,2,False,False,True,False,False,True,False,True,False,False,False,True,25.0,dispute_credit,True,1,57.39,4,0.324297,0.486445,96.793307,0.48503,0
CALL-0075504,0,,2025-12-11,Promotion Inquiry,,clean,C0008342,A0008342,REP00225,Brittany Hall,NovaWireless,General Support,Call Center,22,low,0.7186,568.59,low,376,0.2698,0.6668,0.2885,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,32,86.7,2,0.279098,0.279098,76.347294,0.765192,1
CALL-0075505,0,,2025-12-24,Device Issue,Device activation,activation_clean,C0004407,A0004407,REP00002,Zoe Stewart,NovaWireless,General Support,Call Center,31,medium,0.6724,599.42,normal,643,0.2384,0.567,0.4391,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,51,55.27,1,0.236748,0.213073,72.076135,0.481844,0
CALL-0075506,0,,2025-12-12,Device Issue,,clean,C0004291,A0004291,REP00045,Jace Taylor,NovaWireless,General Support,Call Center,25,medium,0.5838,601.21,normal,632,0.3314,0.3771,0.5572,2,False,False,False,False,False,False,True,True,True,False,False,False,0.0,none,True,10,66.95,2,0.245602,0.245602,63.815189,0.539741,1
CALL-0075507,1,CALL-0075506,2025-12-13,Device Issue,,clean,C0004291,A0004291,REP00107,Alana Ortiz,NovaWireless,General Support,Call Center,39,medium,0.6507,551.23,normal,449,0.3272,0.5202,0.5026,1,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,10,66.95,2,0.245602,0.245602,63.815189,0.539741,1
CALL-0075508,0,,2025-12-17,Billing Dispute,,clean,C0006819,A0006819,REP00105,Gabriella Allen,NovaWireless,General Support,Call Center,39,medium,0.6514,540.37,normal,531,0.3102,0.5227,0.3895,2,False,False,False,False,False,False,True,True,False,False,False,True,10.6,courtesy,True,10,52.13,2,0.339477,0.339477,84.485454,0.834547,0
CALL-0075509,0,,2025-12-27,Promotion Inquiry,Promo not applied,fraud_store_promo,C0005879,A0005879,REP00190,Clara Bell,NovaWireless,General Support,Call Center,48,medium,0.6556,484.73,normal,560,0.2414,0.5308,0.3584,1,False,False,True,False,False,True,True,True,False,True,True,False,0.0,none,True,43,78.79,2,0.189453,0.28418,45.226278,0.855408,1
CALL-0075510,1,CALL-0075509,2025-12-14,Promotion Inquiry,Promo not applied,fraud_store_promo,C0005879,A0005879,REP00098,Alexander Davis,NovaWireless,General Support,Call Center,27,medium,0.6852,517.39,normal,746,0.2317,0.5947,0.4558,1,False,False,False,False,False,True,False,True,False,False,False,True,25.0,dispute_credit,True,43,78.79,2,0.189453,0.28418,45.106278,0.855408,1
CALL-0075511,0,,2025-12-10,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0003887,A0003887,REP00099,Casey Ortiz,NovaWireless,General Support,Call Center,25,medium,0.7101,488.19,peak,1119,0.4264,0.6484,0.3919,1,True,False,False,True,False,False,False,True,False,True,False,True,44.45,fee_waiver,True,71,77.25,2,0.303806,0.48609,54.614339,0.576094,0
CALL-0075512,1,CALL-0075511,2025-12-01,Billing Dispute,NRF fee applied,fraud_hic_exchange,C0003887,A0003887,REP00172,Gabriel Young,NovaWireless,General Support,Call Center,19,medium,0.6869,543.24,low,812,0.3155,0.5983,0.3866,1,True,True,False,True,True,False,False,True,False,False,False,True,66.92,fee_waiver,True,71,77.25,2,0.303806,0.48609,54.464339,0.576094,0
